aleatoric_log_variance_rmse_exact_sign_p,aleatoric_log_variance_rmse_higher_is_better,aleatoric_log_variance_rmse_matched_pairs_rank_biserial_left_better_positive,aleatoric_log_variance_rmse_pair_count,aleatoric_log_variance_rmse_tie_count,aleatoric_log_variance_rmse_wilcoxon_nonzero_pair_count,aleatoric_log_variance_rmse_wilcoxon_p,aleatoric_log_variance_rmse_wilcoxon_p_holm,aleatoric_log_variance_rmse_wilcoxon_p_holm_family,aleatoric_log_variance_rmse_wilcoxon_statistic,aleatoric_upper_coverage_exact_sign_p,aleatoric_upper_coverage_higher_is_better,aleatoric_upper_coverage_matched_pairs_rank_biserial_left_better_positive,aleatoric_upper_coverage_pair_count,aleatoric_upper_coverage_tie_count,aleatoric_upper_coverage_wilcoxon_nonzero_pair_count,aleatoric_upper_coverage_wilcoxon_p,aleatoric_upper_coverage_wilcoxon_p_holm,aleatoric_upper_coverage_wilcoxon_p_holm_family,aleatoric_upper_coverage_wilcoxon_statistic,aleatoric_variance_rmse_exact_sign_p,aleatoric_variance_rmse_higher_is_better,aleatoric_variance_rmse_matched_pairs_rank_biserial_left_better_positive,aleatoric_variance_rmse_pair_count,aleatoric_variance_rmse_tie_count,aleatoric_variance_rmse_wilcoxon_nonzero_pair_count,aleatoric_variance_rmse_wilcoxon_p,aleatoric_variance_rmse_wilcoxon_p_holm,aleatoric_variance_rmse_wilcoxon_p_holm_family,aleatoric_variance_rmse_wilcoxon_statistic,aleatoric_variance_shape_correlation_exact_sign_p,aleatoric_variance_shape_correlation_higher_is_better,aleatoric_variance_shape_correlation_matched_pairs_rank_biserial_left_better_positive,aleatoric_variance_shape_correlation_pair_count,aleatoric_variance_shape_correlation_tie_count,aleatoric_variance_shape_correlation_wilcoxon_nonzero_pair_count,aleatoric_variance_shape_correlation_wilcoxon_p,aleatoric_variance_shape_correlation_wilcoxon_p_holm,aleatoric_variance_shape_correlation_wilcoxon_p_holm_family,aleatoric_variance_shape_correlation_wilcoxon_statistic,both_feasible_regret_pair_count,certificate_mcnemar_exact_p,certificate_mcnemar_exact_p_holm,certificate_mcnemar_exact_p_holm_family,comparison_id,feasibility_mcnemar_exact_p,feasibility_mcnemar_exact_p_holm,feasibility_mcnemar_exact_p_holm_family,left_aleatoric_log_variance_rmse_win_count,left_aleatoric_upper_coverage_win_count,left_aleatoric_variance_rmse_win_count,left_aleatoric_variance_shape_correlation_win_count,left_certificate_gain_count,left_certificate_loss_count,left_certified_count,left_false_certificate_count,left_loss_count,left_mean_aleatoric_log_variance_rmse,left_mean_aleatoric_upper_coverage,left_mean_aleatoric_variance_rmse,left_mean_aleatoric_variance_shape_correlation,left_mean_optimization_calls_excluding_verification,left_mean_source_calls,left_mean_source_plus_target_total_calls,left_mean_target_adaptive_search_calls,left_mean_target_initial_design_calls,left_mean_target_objective_comparison_calls,left_mean_target_safety_verification_calls,left_mean_target_search_calls,left_mean_target_total_calls,left_mean_target_verification_calls,left_method,left_regret_win_count,left_rescue_count,left_track,left_true_feasible_count,median_paired_aleatoric_log_variance_rmse_difference_ci_high,median_paired_aleatoric_log_variance_rmse_difference_ci_low,median_paired_aleatoric_log_variance_rmse_difference_left_minus_right,median_paired_aleatoric_upper_coverage_difference_ci_high,median_paired_aleatoric_upper_coverage_difference_ci_low,median_paired_aleatoric_upper_coverage_difference_left_minus_right,median_paired_aleatoric_variance_rmse_difference_ci_high,median_paired_aleatoric_variance_rmse_difference_ci_low,median_paired_aleatoric_variance_rmse_difference_left_minus_right,median_paired_aleatoric_variance_shape_correlation_difference_ci_high,median_paired_aleatoric_variance_shape_correlation_difference_ci_low,median_paired_aleatoric_variance_shape_correlation_difference_left_minus_right,median_paired_regret_difference_ci_high,median_paired_regret_difference_ci_low,median_paired_regret_difference_left_minus_right,pair_count,paired_feasible_rate_difference,paired_feasible_rate_difference_ci_high,paired_feasible_rate_difference_ci_low,paired_regret_rank_biserial_left_better_positive,regret_exact_sign_p,regret_tie_count,regret_wilcoxon_nonzero_pair_count,regret_wilcoxon_p,regret_wilcoxon_p_holm,regret_wilcoxon_p_holm_family,regret_wilcoxon_statistic,right_aleatoric_log_variance_rmse_win_count,right_aleatoric_upper_coverage_win_count,right_aleatoric_variance_rmse_win_count,right_aleatoric_variance_shape_correlation_win_count,right_certified_count,right_false_certificate_count,right_mean_aleatoric_log_variance_rmse,right_mean_aleatoric_upper_coverage,right_mean_aleatoric_variance_rmse,right_mean_aleatoric_variance_shape_correlation,right_mean_optimization_calls_excluding_verification,right_mean_source_calls,right_mean_source_plus_target_total_calls,right_mean_target_adaptive_search_calls,right_mean_target_initial_design_calls,right_mean_target_objective_comparison_calls,right_mean_target_safety_verification_calls,right_mean_target_search_calls,right_mean_target_total_calls,right_mean_target_verification_calls,right_method,right_regret_win_count,right_track,right_true_feasible_count,stratum
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,0,1.9073486328125e-06,,,source_frontend_effect_saas,1.9073486328125e-06,,,0,0,0,0,20,0,20,0,0,,,,,397.0,384.0,617.8,3.0,10.0,12.8,208.0,13.0,233.8,220.8,canonical_saasbo_every_iteration,0,20,final_frontend_backend_factorial_d1000_n13,20,,,,,,,,,,,,,,,,20,1.0,1.0,1.0,,1.0,0,,,,,,0,0,0,0,0,0,,,,,13.0,0.0,349.0,3.0,10.0,0.0,336.0,13.0,349.0,336.0,canonical_saasbo_every_iteration,0,common_sobol_frontend_negative_control_d1000_n13,0,domain=QueueResourceControl
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,1,3.469446951953614e-18,,,source_frontend_effect_stacked,3.469446951953614e-18,,,0,0,0,0,59,0,60,0,0,,,,,397.0,384.0,487.93333333333334,3.0,10.0,0.26666666666666666,90.66666666666667,13.0,103.93333333333334,90.93333333333334,stacked_transfer_gp_cbo:official_transfergpbo_code,0,59,final_frontend_backend_factorial_d1000_n13,60,,,,,,,,,,,,,0.0,0.0,0.0,60,0.9833333333333333,1.0,0.95,0.0,1.0,1,0,1.0,,,0.0,0,0,0,0,1,0,,,,,397.0,384.0,733.0,3.0,10.0,0.0,336.0,13.0,349.0,336.0,stacked_transfer_gp_cbo:official_transfergpbo_code,0,common_sobol_frontend_negative_control_d1000_n13,1,all
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,0,1.9073486328125e-06,,,source_frontend_effect_stacked,1.9073486328125e-06,,,0,0,0,0,20,0,20,0,0,,,,,397.0,384.0,477.0,3.0,10.0,0.0,80.0,13.0,93.0,80.0,stacked_transfer_gp_cbo:official_transfergpbo_code,0,20,final_frontend_backend_factorial_d1000_n13,20,,,,,,,,,,,,,,,,20,1.0,1.0,1.0,,1.0,0,,,,,,0,0,0,0,0,0,,,,,397.0,384.0,733.0,3.0,10.0,0.0,336.0,13.0,349.0,336.0,stacked_transfer_gp_cbo:official_transfergpbo_code,0,common_sobol_frontend_negative_control_d1000_n13,0,domain=FactorShockStatePolicyRZDT1
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,1,3.814697265625e-06,,,source_frontend_effect_stacked,3.814697265625e-06,,,0,0,0,0,19,0,20,0,0,,,,,397.0,384.0,484.2,3.0,10.0,0.8,86.4,13.0,100.2,87.2,stacked_transfer_gp_cbo:official_transfergpbo_code,0,19,final_frontend_backend_factorial_d1000_n13,20,,,,,,,,,,,,,0.0,0.0,0.0,20,0.95,1.0,0.85,0.0,1.0,1,0,1.0,,,0.0,0,0,0,0,1,0,,,,,397.0,384.0,733.0,3.0,10.0,0.0,336.0,13.0,349.0,336.0,stacked_transfer_gp_cbo:official_transfergpbo_code,0,common_sobol_frontend_negative_control_d1000_n13,1,domain=InventorySupplyChain
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,0,1.9073486328125e-06,,,source_frontend_effect_stacked,1.9073486328125e-06,,,0,0,0,0,20,0,20,0,0,,,,,397.0,384.0,502.6,3.0,10.0,0.0,105.6,13.0,118.6,105.6,stacked_transfer_gp_cbo:official_transfergpbo_code,0,20,final_frontend_backend_factorial_d1000_n13,20,,,,,,,,,,,,,,,,20,1.0,1.0,1.0,,1.0,0,,,,,,0,0,0,0,0,0,,,,,397.0,384.0,733.0,3.0,10.0,0.0,336.0,13.0,349.0,336.0,stacked_transfer_gp_cbo:official_transfergpbo_code,0,common_sobol_frontend_negative_control_d1000_n13,0,domain=QueueResourceControl
1.734723475976807e-18,False,1.0,60,0,60,1.6295557943119345e-11,1.1406890560183541e-10,hvd_mechanistic_confirmatory,0.0,1.0,True,0.0,60,60,0,1.0,1.0,hvd_mechanistic_confirmatory,0.0,1.734723475976807e-18,False,1.0,60,0,60,1.6295557943119345e-11,1.1406890560183541e-10,hvd_mechanistic_confirmatory,0.0,1.734723475976807e-18,True,1.0,60,0,60,1.6295557943119345e-11,1.1406890560183541e-10,hvd_mechanistic_confirmatory,0.0,59,1.0,1.0,hvd_mechanistic_confirmatory,cumulative_factor_hvd_vs_pooled,1.0,1.0,hvd_mechanistic_confirmatory,60,0,60,60,0,0,59,0,0,0.2738222341042306,1.0,0.0006136294286222128,0.9557041770962154,397.0,384.0,577.0,3.0,10.0,8.266666666666667,171.73333333333332,13.0,193.0,180.0,botorch_scbo:canonical_scbo_constrained_ts+hvd:provider_cumulative_factor,7,0,source_hvd_causal_gate_d1000_n13,59,-0.24738043575266477,-0.24752809535669265,-0.2474447462671672,0.0,0.0,0.0,-0.00035057690853574887,-0.0003507114855473756,-0.00035063886145395137,0.9652436726587884,0.9397457709847079,0.9529642897361064,0.0,0.0,0.0,60,0.0,0.0,0.0,-0.06666666666666667,1.0,45,14,0.855224609375,1.0,hvd_mechanistic_confirmatory,49.0,0,0,0,0,59,0,0.7455482822521073,1.0,0.0016851228483638634,0.0,397.0,384.0,574.3333333333334,3.0,10.0,7.733333333333333,169.6,13.0,190.33333333333334,177.33333333333334,botorch_scbo:canonical_scbo_constrained_ts+hvd:pooled,7,source_hvd_causal_gate_d1000_n13,59,all
1.9073486328125e-06,False,1.0,20,0,20,1.9073486328125e-06,,,0.0,1.0,True,0.0,20,20,0,1.0,,,0.0,1.9073486328125e-06,False,1.0,20,0,20,1.9073486328125e-06,,,0.0,1.9073486328125e-06,True,1.0,20,0,20,1.9073486328125e-06,,,0.0,20,1.0,,,cumulative_factor_hvd_vs_pooled,1.0,,,20,0,20,20,0,0,20,0,0,0.2185826831228165,1.0,0.0011886918162631256,0.9188848338194322,397.0,384.0,555.4,3.0,10.0,8.0,150.4,13.0,171.4,158.4,botorch_scbo:canonical_scbo_constrained_ts+hvd:provider_cumulative_factor,3,0,source_hvd_causal_gate_d1000_n13,20,-0.9389318326522689,-0.9396689048451079,-0.939202323559386,0.0,0.0,0.0,-0.0025358992484114545,-0.002539512357247486,-0.0025376793679159648,0.9195282449474211,0.9184151120270164,0.9190108509115433,0.0,0.0,0.0,20,0.0,0.0,0.0,-0.14285714285714285,1.0,14,6,0.84375,,,9.0,0,0,0,0,20,0,1.157898272022957,1.0,0.0037258329252854105,0.0,397.0,384.0,556.2,3.0,10.0,8.8,150.4,13.0,172.2,159.2,botorch_scbo:canonical_scbo_constrained_ts+hvd:pooled,3,source_hvd_causal_gate_d1000_n13,20,domain=FactorShockStatePolicyRZDT1
1.9073486328125e-06,False,1.0,20,0,20,1.9073486328125e-06,,,0.0,1.0,True,0.0,20,20,0,1.0,,,0.0,1.9073486328125e-06,False,1.0,20,0,20,1.9073486328125e-06,,,0.0,1.9073486328125e-06,True,1.0,20,0,20,1.9073486328125e-06,,,0.0,20,1.0,,,cumulative_factor_hvd_vs_pooled,1.0,,,20,0,20,20,0,0,20,0,0,0.34891806948674786,1.0,0.0003738521949126958,0.9530653303009183,397.0,384.0,581.0,3.0,10.0,8.0,176.0,13.0,197.0,184.0,botorch_scbo:canonical_scbo_constrained_ts+hvd:provider_cumulative_factor,1,0,source_hvd_causal_gate_d1000_n13,20,-0.2282921830108999,-0.22853169086722722,-0.2284124335748422,0.0,0.0,0.0,-0.00032653259297728266,-0.00032684935192081935,-0.0003267027418480553,0.9605432553472522,0.9472270762138852,0.9529642897361064,0.0,0.0,0.0,20,0.0,0.0,0.0,-0.3333333333333333,1.0,18,2,1.0,,,1.0,0,0,0,0,20,0,0.5773285235607022,1.0,0.0007005470407352292,0.0,397.0,384.0,579.4,3.0,10.0,6.4,176.0,13.0,195.4,182.4,botorch_scbo:canonical_scbo_constrained_ts+hvd:pooled,1,source_hvd_causal_gate_d1000_n13,20,domain=InventorySupplyChain
1.9073486328125e-06,False,1.0,20,0,20,1.9073486328125e-06,,,0.0,1.0,True,0.0,20,20,0,1.0,,,0.0,1.9073486328125e-06,False,1.0,20,0,20,1.9073486328125e-06,,,0.0,1.9073486328125e-06,True,1.0,20,0,20,1.9073486328125e-06,,,0.0,19,1.0,,,cumulative_factor_hvd_vs_pooled,1.0,,,20,0,20,20,0,0,19,0,0,0.2539659497031278,1.0,0.00027834427469081694,0.995162367168296,397.0,384.0,594.6,3.0,10.0,8.8,188.8,13.0,210.6,197.6,botorch_scbo:canonical_scbo_constrained_ts+hvd:provider_cumulative_factor,3,0,source_hvd_causal_gate_d1000_n13,19,-0.24741961234858814,-0.24748306977833268,-0.2474447462671672,0.0,0.0,0.0,-0.0003506145592881715,-0.00035066892367259614,-0.00035063886145395137,0.9955386895469842,0.995076366641799,0.9952680400736422,0.0,0.0,0.0,20,0.0,0.0,0.0,0.14285714285714285,1.0,13,6,0.84375,,,9.0,0,0,0,0,19,0,0.5014180511726625,1.0,0.0006289885790709495,0.0,397.0,384.0,587.4,3.0,10.0,8.0,182.4,13.0,203.4,190.4,botorch_scbo:canonical_scbo_constrained_ts+hvd:pooled,3,source_hvd_causal_gate_d1000_n13,19,domain=QueueResourceControl
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,19,1.0,,,dimension_frontier_saas_vs_proposal,1.0,,,0,0,0,0,0,0,19,0,0,,,,,397.0,384.0,575.5263157894736,3.0,10.0,10.947368421052632,167.57894736842104,13.0,191.52631578947367,178.52631578947367,canonical_saasbo_every_iteration,13,0,dimension_frontier_d200_d10000_n13,19,,,,,,,,,,,,,0.0,-0.002299019296058913,-0.001605290421740846,19,0.0,0.0,0.0,1.0,0.000244140625,6,13,0.000244140625,,,0.0,0,0,0,0,19,0,,,,,394.0,384.0,494.2105263157895,0.0,10.0,0.0,100.21052631578948,10.0,110.21052631578948,100.21052631578948,frozen_crossdim_proposal_only,0,dimension_frontier_d200_d10000_n13,19,all
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,6,1.0,,,dimension_frontier_saas_vs_proposal,1.0,,,0,0,0,0,0,0,6,0,0,,,,,397.0,384.0,477.0,3.0,10.0,0.0,80.0,13.0,93.0,80.0,canonical_saasbo_every_iteration,0,0,dimension_frontier_d200_d10000_n13,6,,,,,,,,,,,,,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,1.0,6,0,1.0,,,0.0,0,0,0,0,6,0,,,,,394.0,384.0,474.0,0.0,10.0,0.0,80.0,10.0,90.0,80.0,frozen_crossdim_proposal_only,0,dimension_frontier_d200_d10000_n13,6,domain=FactorShockStatePolicyRZDT1
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,5,1.0,,,dimension_frontier_saas_vs_proposal,1.0,,,0,0,0,0,0,0,5,0,0,,,,,397.0,384.0,621.0,3.0,10.0,16.0,208.0,13.0,237.0,224.0,canonical_saasbo_every_iteration,5,0,dimension_frontier_d200_d10000_n13,5,,,,,,,,,,,,,-0.0053346768860311755,-0.008482294054199035,-0.008144274075124136,5,0.0,0.0,0.0,1.0,0.0625,0,5,0.0625,,,0.0,0,0,0,0,5,0,,,,,394.0,384.0,550.8,0.0,10.0,0.0,156.8,10.0,166.8,156.8,frozen_crossdim_proposal_only,0,dimension_frontier_d200_d10000_n13,5,domain=InventorySupplyChain
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,8,1.0,,,dimension_frontier_saas_vs_proposal,1.0,,,0,0,0,0,0,0,8,0,0,,,,,397.0,384.0,621.0,3.0,10.0,16.0,208.0,13.0,237.0,224.0,canonical_saasbo_every_iteration,8,0,dimension_frontier_d200_d10000_n13,8,,,,,,,,,,,,,-0.001020631642382197,-0.001778362593621241,-0.001646909082103576,8,0.0,0.0,0.0,1.0,0.0078125,0,8,0.0078125,,,0.0,0,0,0,0,8,0,,,,,394.0,384.0,474.0,0.0,10.0,0.0,80.0,10.0,90.0,80.0,frozen_crossdim_proposal_only,0,dimension_frontier_d200_d10000_n13,8,domain=QueueResourceControl
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,15,1.0,,,dimension_frontier_saas_vs_proposal,1.0,,,0,0,0,0,0,0,15,0,0,,,,,397.0,384.0,573.0,3.0,10.0,10.666666666666666,165.33333333333334,13.0,189.0,176.0,canonical_saasbo_every_iteration,10,0,dimension_frontier_d200_d10000_n13,15,,,,,,,,,,,,,0.0,-0.0053346768860311755,-0.0013683539695060754,15,0.0,0.0,0.0,1.0,0.001953125,5,10,0.001953125,,,0.0,0,0,0,0,15,0,,,,,394.0,384.0,499.6,0.0,10.0,0.0,105.6,10.0,115.6,105.6,frozen_crossdim_proposal_only,0,dimension_frontier_d200_d10000_n13,15,dimension=200
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,4,1.0,,,dimension_frontier_saas_vs_proposal,1.0,,,0,0,0,0,0,0,4,0,0,,,,,397.0,384.0,585.0,3.0,10.0,12.0,176.0,13.0,201.0,188.0,canonical_saasbo_every_iteration,3,0,dimension_frontier_d200_d10000_n13,4,,,,,,,,,,,,,0.0,-0.002299019296058913,-0.0017545164991994988,4,0.0,0.0,0.0,1.0,0.25,1,3,0.25,,,0.0,0,0,0,0,4,0,,,,,394.0,384.0,474.0,0.0,10.0,0.0,80.0,10.0,90.0,80.0,frozen_crossdim_proposal_only,0,dimension_frontier_d200_d10000_n13,4,dimension=10000
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,27,1.4551915228366852e-11,,,frontend_combined_vs_universal_only,2.3283064365386963e-10,,,0,0,0,0,37,0,60,0,0,,,,,394.0,384.0,497.46666666666664,0.0,10.0,0.0,103.46666666666667,10.0,113.46666666666667,103.46666666666667,frozen_crossdim_proposal_only,6,33,frontend_component_causal_ablation_d1000_n10,60,,,,,,,,,,,,,0.0,0.0,0.0,60,0.55,0.6666666666666666,0.4166666666666667,0.8571428571428571,0.125,20,7,0.046875,,,2.0,0,0,0,0,23,0,,,,,10.0,0.0,260.6666666666667,0.0,10.0,0.0,250.66666666666666,10.0,260.6666666666667,250.66666666666666,frozen_universal_proposal_only,1,frontend_component_causal_ablation_d1000_n10,27,all
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,20,1.0,,,frontend_combined_vs_universal_only,1.0,,,0,0,0,0,0,0,20,0,0,,,,,394.0,384.0,474.0,0.0,10.0,0.0,80.0,10.0,90.0,80.0,frozen_crossdim_proposal_only,0,0,frontend_component_causal_ablation_d1000_n10,20,,,,,,,,,,,,,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,1.0,20,0,1.0,,,0.0,0,0,0,0,20,0,,,,,10.0,0.0,122.0,0.0,10.0,0.0,112.0,10.0,122.0,112.0,frozen_universal_proposal_only,0,frontend_component_causal_ablation_d1000_n10,20,domain=FactorShockStatePolicyRZDT1
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,6,7.62939453125e-06,,,frontend_combined_vs_universal_only,0.0001220703125,,,0,0,0,0,18,0,20,0,0,,,,,394.0,384.0,512.4,0.0,10.0,0.0,118.4,10.0,128.4,118.4,frozen_crossdim_proposal_only,6,14,frontend_component_causal_ablation_d1000_n10,20,,,,,,,,,,,,,-0.001813976403093609,-0.019071932129361063,-0.018687764835170234,20,0.7,0.9,0.5,1.0,0.03125,0,6,0.03125,,,0.0,0,0,0,0,2,0,,,,,10.0,0.0,326.8,0.0,10.0,0.0,316.8,10.0,326.8,316.8,frozen_universal_proposal_only,0,frontend_component_causal_ablation_d1000_n10,6,domain=InventorySupplyChain
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,1,3.814697265625e-06,,,frontend_combined_vs_universal_only,3.814697265625e-06,,,0,0,0,0,19,0,20,0,0,,,,,394.0,384.0,506.0,0.0,10.0,0.0,112.0,10.0,122.0,112.0,frozen_crossdim_proposal_only,0,19,frontend_component_causal_ablation_d1000_n10,20,,,,,,,,,,,,,0.0005381531934374739,0.0005381531934374739,0.0005381531934374739,20,0.95,1.0,0.85,-1.0,1.0,0,1,1.0,,,0.0,0,0,0,0,1,0,,,,,10.0,0.0,333.2,0.0,10.0,0.0,323.2,10.0,333.2,323.2,frozen_universal_proposal_only,1,frontend_component_causal_ablation_d1000_n10,1,domain=QueueResourceControl
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,40,1.9073486328125e-06,,,frontend_combined_vs_source_templates_only,1.9073486328125e-06,,,0,0,0,0,20,0,60,0,0,,,,,394.0,384.0,497.46666666666664,0.0,10.0,0.0,103.46666666666667,10.0,113.46666666666667,103.46666666666667,frozen_crossdim_proposal_only,0,20,frontend_component_causal_ablation_d1000_n10,60,,,,,,,,,,,,,0.0,0.0,0.0,60,0.3333333333333333,0.45,0.21666666666666667,0.0,1.0,40,0,1.0,,,0.0,0,0,0,0,40,0,,,,,394.0,384.0,591.3333333333334,0.0,10.0,0.0,197.33333333333334,10.0,207.33333333333334,197.33333333333334,frozen_source_templates_proposal_only,0,frontend_component_causal_ablation_d1000_n10,40,all
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,0,1.9073486328125e-06,,,frontend_combined_vs_source_templates_only,1.9073486328125e-06,,,0,0,0,0,20,0,20,0,0,,,,,394.0,384.0,474.0,0.0,10.0,0.0,80.0,10.0,90.0,80.0,frozen_crossdim_proposal_only,0,20,frontend_component_causal_ablation_d1000_n10,20,,,,,,,,,,,,,,,,20,1.0,1.0,1.0,,1.0,0,,,,,,0,0,0,0,0,0,,,,,394.0,384.0,730.0,0.0,10.0,0.0,336.0,10.0,346.0,336.0,frozen_source_templates_proposal_only,0,frontend_component_causal_ablation_d1000_n10,0,domain=FactorShockStatePolicyRZDT1
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,20,1.0,,,frontend_combined_vs_source_templates_only,1.0,,,0,0,0,0,0,0,20,0,0,,,,,394.0,384.0,512.4,0.0,10.0,0.0,118.4,10.0,128.4,118.4,frozen_crossdim_proposal_only,0,0,frontend_component_causal_ablation_d1000_n10,20,,,,,,,,,,,,,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,1.0,20,0,1.0,,,0.0,0,0,0,0,20,0,,,,,394.0,384.0,531.6,0.0,10.0,0.0,137.6,10.0,147.6,137.6,frozen_source_templates_proposal_only,0,frontend_component_causal_ablation_d1000_n10,20,domain=InventorySupplyChain
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,20,1.0,,,frontend_combined_vs_source_templates_only,1.0,,,0,0,0,0,0,0,20,0,0,,,,,394.0,384.0,506.0,0.0,10.0,0.0,112.0,10.0,122.0,112.0,frozen_crossdim_proposal_only,0,0,frontend_component_causal_ablation_d1000_n10,20,,,,,,,,,,,,,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,1.0,20,0,1.0,,,0.0,0,0,0,0,20,0,,,,,394.0,384.0,512.4,0.0,10.0,0.0,118.4,10.0,128.4,118.4,frozen_source_templates_proposal_only,0,frontend_component_causal_ablation_d1000_n10,20,domain=QueueResourceControl
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,7,0.033143967787505446,,,frontend_source_templates_vs_universal_only,0.09837064844049181,,,0,0,0,0,37,20,40,0,20,,,,,394.0,384.0,591.3333333333334,0.0,10.0,0.0,197.33333333333334,10.0,207.33333333333334,197.33333333333334,frozen_source_templates_proposal_only,6,33,frontend_component_causal_ablation_d1000_n10,40,,,,,,,,,,,,,-8.822790309359618e-05,-0.018963603278093544,-0.018615627971149018,60,0.21666666666666667,0.45,-0.016666666666666666,0.8571428571428571,0.125,0,7,0.046875,,,2.0,0,0,0,0,23,0,,,,,10.0,0.0,260.6666666666667,0.0,10.0,0.0,250.66666666666666,10.0,260.6666666666667,250.66666666666666,frozen_universal_proposal_only,1,frontend_component_causal_ablation_d1000_n10,27,all
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,0,1.9073486328125e-06,,,frontend_source_templates_vs_universal_only,1.9073486328125e-06,,,0,0,0,0,0,20,0,0,20,,,,,394.0,384.0,730.0,0.0,10.0,0.0,336.0,10.0,346.0,336.0,frozen_source_templates_proposal_only,0,0,frontend_component_causal_ablation_d1000_n10,0,,,,,,,,,,,,,,,,20,-1.0,-1.0,-1.0,,1.0,0,,,,,,0,0,0,0,20,0,,,,,10.0,0.0,122.0,0.0,10.0,0.0,112.0,10.0,122.0,112.0,frozen_universal_proposal_only,0,frontend_component_causal_ablation_d1000_n10,20,domain=FactorShockStatePolicyRZDT1
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,6,7.62939453125e-06,,,frontend_source_templates_vs_universal_only,0.0001220703125,,,0,0,0,0,18,0,20,0,0,,,,,394.0,384.0,531.6,0.0,10.0,0.0,137.6,10.0,147.6,137.6,frozen_source_templates_proposal_only,6,14,frontend_component_causal_ablation_d1000_n10,20,,,,,,,,,,,,,-0.001813976403093609,-0.019071932129361063,-0.018687764835170234,20,0.7,0.9,0.5,1.0,0.03125,0,6,0.03125,,,0.0,0,0,0,0,2,0,,,,,10.0,0.0,326.8,0.0,10.0,0.0,316.8,10.0,326.8,316.8,frozen_universal_proposal_only,0,frontend_component_causal_ablation_d1000_n10,6,domain=InventorySupplyChain
,False,,0,0,,,,,,,True,,0,0,,,,,,,False,,0,0,,,,,,,True,,0,0,,,,,,1,3.814697265625e-06,,,frontend_source_templates_vs_universal_only,3.814697265625e-06,,,0,0,0,0,19,0,20,0,0,,,,,394.0,384.0,512.4,0.0,10.0,0.0,118.4,10.0,128.4,118.4,frozen_source_templates_proposal_only,0,19,frontend_component_causal_ablation_d1000_n10,20,,,,,,,,,,,,,0.0005381531934374739,0.0005381531934374739,0.0005381531934374739,20,0.95,1.0,0.85,-1.0,1.0,0,1,1.0,,,0.0,0,0,0,0,1,0,,,,,10.0,0.0,333.2,0.0,10.0,0.0,323.2,10.0,333.2,323.2,frozen_universal_proposal_only,1,frontend_component_causal_ablation_d1000_n10,1,domain=QueueResourceControl
